Model,Year,HorsePower,Fuel,Mileage,Transmission,Price
BMW 320d Effic.Dyn.1Hd*NAVI*KEYL-GO*SHZG*TEMP*PDC*E6,2015,120 kW (163 CP),Diesel,65507,manuala,17.850 EUR (brut) 15.000 EUR (net)
BMW 535d Sport-Aut.,2011,220 kW (299 CP),Diesel,65513,automata,30.500 EUR (brut)
BMW 330d Touring / Leder / Xenon / Navi / Panorama,2012,190 kW (258 CP),Diesel,65595,automata,20.000 EUR (brut)
BMW 340i Limousine Sport Line LED-SW.M-FAHRWERK.NAVI,2016,240 kW (326 CP),Benzina,65711,manuala,29.888 EUR (brut) 25.116 EUR (net)
BMW 520d Gran Turis. Aut. M-Sport/Leder/Navi/Head-Up,2015,135 kW (184 CP),Diesel,65787,automata,29.999 EUR (brut) 25.209 EUR (net)
BMW 740d xDrive Laserlicht AHK Komfortsitze Standhzg,2016,235 kW (320 CP),Diesel,65883,automata,52.890 EUR (brut) 44.445 EUR (net)
BMW 520d Aut. Luxury Line,2014,135 kW (184 CP),Diesel,65895,automata,24.999 EUR (brut)
"BMW 750i xDrive *Pure Excellence*LASER*M-PAKET*20""",2016,330 kW (449 CP),Benzina,65900,automata,55.950 EUR (brut) 47.017 EUR (net)
BMW 730d xdrive HUD Kamera Navi GSD Standhzg,2015,195 kW (265 CP),Diesel,65939,automata,52.680 EUR (brut) 44.269 EUR (net)
BMW 335i M-Paket FullLed HeadUp PDC Navi 20 Zoll,2014,225 kW (306 CP),Benzina,66000,automata,26.990 EUR (brut)
"BMW 520 D Autom ,Navi Prof. 66.000 km,EZ 9...",2013,135 kW (184 CP),Diesel,66000,automata,23.500 EUR (brut)
BMW 520 d Business aut.,2016,140 kW (190 CP),Diesel,66000,automata,29.800 EUR (brut)
BMW 730d xDrive LED NightVision Glasdach Komfortsitz,2015,195 kW (265 CP),Diesel,66000,automata,45.980 EUR (brut)
"BMW 750i NP=112.000,- LED Komfortsitze 1.Hd GARANTIE",2016,330 kW (449 CP),Benzina,66100,automata,51.450 EUR (brut) 43.235 EUR (net)
"BMW 523i SOFT-CLOSE PROFESSIONAL,SCHIEBEDACH,MEMORY",2010,150 kW (204 CP),Benzina,66200,automata,22.480 EUR (brut)
BMW 740Ld xDrive/HarKar/Pano/FondEnt/HeadUp/Standhzg,2018,235 kW (320 CP),Diesel,66455,automata,62.999 EUR (brut) 52.940 EUR (net)
BMW 530 D XDRIVE A Leder Navi-M-Sportpaket RÃ¼ckfahrk,2016,190 kW (258 CP),Diesel,66467,automata,35.900 EUR (brut) 30.168 EUR (net)
BMW 318d GT Aut. Navi/Tempomat/PDC/BT/Klima,2015,105 kW (143 CP),Diesel,66513,manuala,18.995 EUR (brut) 15.962 EUR (net)
BMW 318 318i,2010,105 kW (143 CP),Benzina,66527,manuala,4.970 EUR (brut)
BMW 740d xDrive M Sport Paket Carbon,2016,235 kW (320 CP),Diesel,66547,automata,56.500 EUR (brut)
BMW 320d Leder Navi Prof Xenon GSD Shz,2015,135 kW (184 CP),Diesel,66690,manuala,14.980 EUR (brut) 12.588 EUR (net)
BMW 320i Limousine Aut. Modern Line Xenon PDC Navi,2012,135 kW (184 CP),Benzina,66700,automata,19.500 EUR (brut)
BMW 525i xDrive + Aut. + Sitzheizung + Navi + Allrad,2006,160 kW (218 CP),Benzina,66705,automata,13.990 EUR (brut)
BMW 320d xDrive GT Advantage Navi Prof. Aut. Klima,2017,140 kW (190 CP),Diesel,66727,automata,27.370 EUR (brut) 23.000 EUR (net)
BMW 335 Gran Turismo SHZ*PDC*Xen*RS*Kamera*Sportsi.*,2013,225 kW (306 CP),Benzina,66932,automata,24.900 EUR (brut)
BMW 328i  Gran Turismo Aut. Navi Leder Xenon Memory,2013,180 kW (245 CP),Benzina,67000,automata,23.900 EUR (brut)
BMW 328i  Gran Turismo Aut. Navi Leder Xenon Memory,2013,180 kW (245 CP),Benzina,67000,automata,23.900 EUR (brut)
"BMW 320 GT   ""SPORT-LINE""  ++Xenon-Navi-Leder-GSD++",2013,135 kW (184 CP),Diesel,67000,automata,19.990 EUR (brut)
BMW 318d,2013,105 kW (143 CP),Diesel,67000,manuala,14.999 EUR (brut)
BMW 320i Gran Turismo Sport Line*AUT*NAVI*KAMERA*1.H,2016,135 kW (184 CP),Benzina,67000,automata,18.490 EUR (brut) 15.538 EUR (net)
BMW 535i xDrive Autom. Facelift Lim. VOLL nur 67 TKm,2014,225 kW (306 CP),Benzina,67000,automata,25.990 EUR (brut)
BMW 330d GT M Sportpaket|Navi|Xenon|PDC|Sitzheizung,2015,190 kW (258 CP),Diesel,67041,automata,27.770 EUR (brut) 23.336 EUR (net)
BMW 530d xDrive Aut. M-Paket,2014,190 kW (258 CP),Diesel,67050,automata,32.000 EUR (brut)
BMW 320D F30 LIM AUT LL N47T EUR/ Modern/ ...,2012,135 kW (184 CP),Diesel,67228,automata,21.500 EUR (brut)
BMW 750d xDrive M-SPORT SD HUD LED-LASER AHK HIFI,2017,294 kW (400 CP),Diesel,67343,automata,68.800 EUR (brut) 58.803 EUR (net)
BMW 760Li HIGH SECURITY VR07/VR09 armoured deutsch,2015,400 kW (544 CP),Benzina,67360,automata,159.800 EUR (brut) 134.286 EUR (net)
BMW 530d xDrive M-Paket Service neu Top Ausstattung!,2015,190 kW (258 CP),Diesel,67500,automata,29.450 EUR (brut)
"BMW 750i LCI/M-PAKET/LED/SOFT-CLOSE/HEUD-UP/20""",2013,330 kW (449 CP),Benzina,67500,automata,27.777 EUR (brut)
BMW 520d Limousine Head-Up HiFi Navi Bus.,2016,140 kW (190 CP),Diesel,67512,automata,23.804 EUR (brut) 20.003 EUR (net)
BMW 730d Innovationsp. Navi Prof. Klimaaut. Glasdach,2016,195 kW (265 CP),Diesel,67573,automata,45.900 EUR (brut) 38.571 EUR (net)
BMW 335 GT*Kamera 360*Panorama*Head Up*Xenon*VOLL*,2013,225 kW (306 CP),Benzina,67600,automata,26.499 EUR (brut)
BMW 730Ld xd Panorama-4xSitzbelÃ¼ftung-Soft Close,2016,195 kW (265 CP),Diesel,67645,automata,51.900 EUR (brut) 43.613 EUR (net)
BMW 5 Series Sedan 530d xDrive,2016,190 kW (258 CP),Diesel,67700,automata,31.499 EUR (brut) 26.249 EUR (net)
BMW 730d xDrive bw Laser FernParken Fond-Entertainm.,2016,195 kW (265 CP),Diesel,67758,automata,51.780 EUR (brut) 43.513 EUR (net)
BMW 325d Gran Turismo Sport-Aut. Modern Line/Euro 6,2014,160 kW (218 CP),Diesel,67806,automata,21.999 EUR (brut) 18.487 EUR (net)
BMW 325i Auto.*NAVI*XENON*TEILLEDER*1.HAND*GARANTIE*,2005,160 kW (218 CP),Benzina,67813,automata,11.990 EUR (brut)
BMW 750Ld xDrive Panorama Fond-Entertainment,2017,294 kW (400 CP),Diesel,67990,automata,63.990 EUR (brut) 53.773 EUR (net)
BMW 320d Efficient Dynamic Edition *1.Hand*Navi*,2016,120 kW (163 CP),Diesel,68000,manuala,17.880 EUR (brut) 15.025 EUR (net)
BMW 530d Aut. Luxury Line,2014,190 kW (258 CP),Diesel,68000,automata,24.800 EUR (brut)
BMW 525dA Limousine/Autom/Leder/Xenon/Navi,2006,130 kW (177 CP),Diesel,68000,automata,10.490 EUR (brut)
BMW 520d Efficient Dynamics Edition Aut.,2017,140 kW (190 CP),Diesel,68000,automata,29.500 EUR (brut)
BMW 740d xDrive+SurroundView+Soft-Close+Head-Up+DAB,2015,235 kW (320 CP),Diesel,68000,automata,49.999 EUR (brut) 42.016 EUR (net)
BMW 530 Gran Turismo,2010,180 kW (245 CP),Diesel,68200,automata,20.599 EUR (brut)
BMW 730 d xDrive Laserlicht ACC HUD SD LED,2015,195 kW (265 CP),Diesel,68277,automata,44.750 EUR (brut) 37.605 EUR (net)
BMW 318d Lim M Sportpaket Navi/LED/PDC/Alu19,2016,110 kW (150 CP),Diesel,68300,manuala,20.890 EUR (brut)
"BMW 530 Gran Turismo HUD KAMERA AHK NAVI 18""ALU",2014,190 kW (258 CP),Diesel,68307,automata,28.990 EUR (brut) 24.361 EUR (net)
BMW 730Ld  LED - Head Up - Standheizung,2014,190 kW (258 CP),Diesel,68350,automata,33.900 EUR (brut)
BMW 325d Gran Turismo Aut. Sport Line Navi Xenon RFK,2015,160 kW (218 CP),Diesel,68500,automata,22.990 EUR (brut) 19.319 EUR (net)
BMW 730d xDrive Innovationsp. Navi Prof. Standhzg.,2016,195 kW (265 CP),Diesel,68592,automata,49.930 EUR (brut) 41.958 EUR (net)
"BMW 740d xDrive Limousine ""Service Inklusive"" Standh",2016,235 kW (320 CP),Diesel,68634,automata,54.953 EUR (brut) 46.179 EUR (net)
"BMW 330d xDrive Limousine, M sportpaket, Head Up Dis",2015,190 kW (258 CP),Diesel,68936,automata,27.675 EUR (brut) 23.256 EUR (net)
BMW 320d Lim. EfficientDynamics Edition*Navi*69.000,2013,120 kW (163 CP),Diesel,69000,manuala,14.590 EUR (brut)
BMW 550 Gran Turismo  Aut. Panorama Vollllll,2010,300 kW (408 CP),Benzina,69000,automata,13.900 EUR (brut)
"BMW 530d""Modern Line""Head Up""Leder""Kamera""Navi""",2014,190 kW (258 CP),Diesel,69000,automata,23.900 EUR (brut) 20.084 EUR (net)
BMW 730d xDrive Laser Innovationspaket HUP DSC Voll,2016,195 kW (265 CP),Diesel,69000,automata,51.980 EUR (brut) 43.681 EUR (net)
BMW 740dA xDrive EURO 6 Leder Navi Laserlicht HUD,2016,235 kW (320 CP),Diesel,69000,automata,52.980 EUR (brut) 44.521 EUR (net)
"BMW 730d Autom. M-SPORTPAKET,1.HAND,NUR 69TKM,TOP",2010,180 kW (245 CP),Diesel,69000,automata,24.999 EUR (brut)
BMW 750d xDrive*M Sportpaket*VOLL* TV*NP: 183.000 ‚¬,2016,294 kW (400 CP),Diesel,69000,automata,76.200 EUR (brut) 64.034 EUR (net)
BMW 750d xDrive*M Paket*VOLL*NP:183.000 ‚¬,2016,294 kW (400 CP),Diesel,69000,automata,76.200 EUR (brut) 64.034 EUR (net)
BMW 750Li xDrive M-Paket HUD H&K Gesten Pano Softcl,2016,330 kW (449 CP),Benzina,69000,automata,49.990 EUR (brut)
BMW 740 Li i Leder Navi Keyless AD e-Sitze RÃ¼ckfahrk,2009,240 kW (326 CP),Benzina,69000,automata,23.680 EUR (brut)
BMW 525d Sport-Aut. M Paket 19Zoll EU6,2015,160 kW (218 CP),Diesel,69049,automata,25.900 EUR (brut)
"BMW 730d xDrive DIG.TACHO ACC,HUD,SOFT-CLOSE,STANDHZ",2014,190 kW (258 CP),Diesel,69200,automata,29.880 EUR (brut) 25.109 EUR (net)
BMW 740Ld xDrive SD Sthzg Laser Leder,2015,235 kW (320 CP),Diesel,69382,automata,48.589 EUR (brut) 40.831 EUR (net)
BMW 535d Sport-Aut. M Sportpaket 1.Hand,2011,220 kW (299 CP),Diesel,69488,automata,24.800 EUR (brut)
"BMW 740d xDrive M SPORT DIG.TACHO,HUD,SOFT-CLOSE,LED",2013,230 kW (313 CP),Diesel,69500,automata,34.780 EUR (brut) 29.227 EUR (net)
BMW 530d Aut. Leder/Navi/Schiebedach/Standheizung,2011,190 kW (258 CP),Diesel,69610,automata,19.999 EUR (brut) 16.806 EUR (net)
BMW 750d xD M-Sport Navi-Prof GSD Soft-Close EU6,2014,280 kW (381 CP),Diesel,69649,automata,37.490 EUR (brut) 31.504 EUR (net)
BMW 320d Aut.*ADVANTAGE* LED+HEAD-UP+NAVI+KAMERA+EU6,2016,140 kW (190 CP),Diesel,69727,automata,20.850 EUR (brut) 17.521 EUR (net)
BMW 525d Limousine HiFi Xenon Navi Prof. Tempomat,2015,160 kW (218 CP),Diesel,69800,automata,24.470 EUR (brut) 20.563 EUR (net)
BMW 730d M SPORT*LASER*GESTIK*HUD*MASSAGE*EGD*360CAM,2015,195 kW (265 CP),Diesel,69872,automata,51.990 EUR (brut) 43.689 EUR (net)
BMW 320d xDrive Gran Turismo Leder/Navi/Xenon/Euro 6,2014,135 kW (184 CP),Diesel,69876,manuala,19.999 EUR (brut) 16.806 EUR (net)
"BMW 530d xDrive M Sportpaket LED Leder Navi HUD 19""",2016,190 kW (258 CP),Diesel,69900,automata,32.980 EUR (brut)
BMW 730d xDrive Limousine EURO6 Sportpaket Gestikste,2016,195 kW (265 CP),Diesel,69980,automata,52.903 EUR (brut) 44.456 EUR (net)
BMW 740d xDrive Innovation STANDHZ W-LAN ACC LASER,2015,235 kW (320 CP),Diesel,69981,automata,52.390 EUR (brut) 44.025 EUR (net)
BMW 730d M Sportpaket LED SoftCl HUD Kamera DAB Voll,2015,190 kW (258 CP),Diesel,69987,automata,31.499 EUR (brut) 26.470 EUR (net)
BMW 330d xDrive Gran Turismo Sport Line AHK NaviProf,2016,190 kW (258 CP),Diesel,69989,automata,33.864 EUR (brut)
BMW 320d Aut. LEDER.NAVI-XENON-MFL-18 M -Sport-ALU,2012,135 kW (184 CP),Diesel,70000,automata,19.999 EUR (brut)
BMW 320d xDrive Sport Line Aut NAVI HEAD-UP R-KAMERA,2016,140 kW (190 CP),Diesel,70000,automata,23.980 EUR (brut) 20.151 EUR (net)
BMW 330 Gran Turismo 330d Luxury Line Automatik,2014,190 kW (258 CP),Diesel,70000,automata,23.950 EUR (brut)
BMW 330 Gran Turismo d xDrive Sport-Aut.M-Lenkr. ACC,2015,190 kW (258 CP),Diesel,70000,automata,26.700 EUR (brut) 22.437 EUR (net)
BMW 520d Luxury Line,2016,140 kW (190 CP),Diesel,70000,automata,24.900 EUR (brut)
BMW 730Ld xDr. *NP 159000 ‚¬*PANO SKY*20 ZO*FOND ENT*,2016,195 kW (265 CP),Diesel,70000,automata,52.890 EUR (brut) 44.445 EUR (net)
BMW 740d xDrive M Sport NP149000‚¬ Execute Drive Pro,2017,235 kW (320 CP),Diesel,70000,automata,64.970 EUR (brut) 54.597 EUR (net)
BMW 730Ld BluePerformance,2013,190 kW (258 CP),Diesel,70000,automata,34.950 EUR (brut)
BMW 730Ld xDrive Lim. EU6 Laser-Licht Komfortsitze,2015,195 kW (265 CP),Diesel,70015,automata,52.700 EUR (brut) 44.286 EUR (net)
BMW 318d DPF Automatik KLIMA LEDER NAVI PDC,2011,105 kW (143 CP),Diesel,70300,automata,11.990 EUR (brut)
BMW 320i Gran Turismo Sport Line Xenon Navi Bus.,2014,135 kW (184 CP),Benzina,70300,automata,22.850 EUR (brut)
BMW 520d Limousine HiFi DAB Navi Prof. Klimaaut.,2015,140 kW (190 CP),Diesel,70500,automata,24.930 EUR (brut) 20.950 EUR (net)
BMW 750Ld xDrive 3xTV/Laser/Multi/Touch/NP152.620‚¬,2016,294 kW (400 CP),Diesel,70500,automata,61.990 EUR (brut) 52.092 EUR (net)
BMW 760Li xDrive Executive Lounge (zzgl. MwSt),2017,448 kW (609 CP),Benzina,70522,automata,79.000 EUR (brut)
BMW 730 d xDrive M SPORT -Tetto+Harman Kardon-,2017,195 kW (265 CP),Diesel,70997,automata,58.500 EUR (brut)
BMW 320i-MOD-2006*XENON*KLIMA*SHZ*PDC*ALU*71TKM!TOP!,2005,110 kW (150 CP),Benzina,71000,manuala,6.800 EUR (brut)
BMW 320d Blue Performance,2014,135 kW (184 CP),Diesel,71000,manuala,21.000 EUR (brut)
BMW 320i Luxury Line*Navi*Xenon*Leder*18 Zoll*,2012,135 kW (184 CP),Benzina,71000,manuala,18.450 EUR (brut)
BMW 730Ld xDrive,2016,195 kW (265 CP),Diesel,71000,automata,45.900 EUR (brut)
BMW 730d xDrive M Sportpaket Navi Prof. Sport Aut.,2015,195 kW (265 CP),Diesel,71229,automata,49.989 EUR (brut) 42.008 EUR (net)
BMW 530 (G30/G31) D XDRIVE 249CV LUXURY,2017,183 kW (249 CP),Diesel,71261,automata,45.900 EUR (brut)
BMW 318 dA Limousine Navi Xenon Freisprech,2013,105 kW (143 CP),Diesel,71314,automata,17.890 EUR (brut)
BMW 328i Autom. Head-Up Keyless NAVI Xenon Teilleder,2012,180 kW (245 CP),Benzina,71400,automata,19.990 EUR (brut)
BMW 318d Limo Steptronic +Bi-Xenon+Navi+2x PDC+GSHD+,2015,105 kW (143 CP),Diesel,71500,automata,17.945 EUR (brut)
BMW 320i Automatik Navigation Leder Sitzheizung,2014,135 kW (184 CP),Benzina,71554,automata,16.700 EUR (brut)
BMW 523i Aut.*NAVI*LEDER*XENON*18 ZOLL*PDC*GARANTIE*,2010,150 kW (204 CP),Benzina,71566,automata,19.490 EUR (brut)
BMW 520d xDrive M-SPORTPAKET HEAD-UP+NAVI-PROF-XENON,2015,140 kW (190 CP),Diesel,71722,automata,27.400 EUR (brut) 23.025 EUR (net)
"BMW 535d M Sportpaket Sp-A.Leder NaviPr.HUD LED 19""",2016,230 kW (313 CP),Diesel,71733,automata,35.900 EUR (brut) 30.168 EUR (net)
BMW 320d xDrive Gran Turismo Advantage Head-Up HiFi,2016,140 kW (190 CP),Diesel,71761,manuala,23.890 EUR (brut) 20.076 EUR (net)
BMW 330d xDrive Limousine Sport Line HiFi Xenon USB,2013,190 kW (258 CP),Diesel,71900,automata,22.940 EUR (brut)
BMW 328 Gran Turismo xDrive*HK Sound*HUD*Sportsi.*,2014,180 kW (245 CP),Benzina,71930,automata,26.000 EUR (brut)
BMW 320 Gran Turismo / Head-Up / Pano / M-Paket,2015,135 kW (184 CP),Diesel,71935,automata,24.990 EUR (brut)
BMW 318i Wenig Km 1. HAND Comfort Paket,2008,105 kW (143 CP),Benzina,71949,manuala,9.990 EUR (brut)
"BMW 320si,Limited Edtition, M-Paket Xenon Leder",2006,127 kW (173 CP),Benzina,72000,manuala,11.990 EUR (brut)
"BMW 750Li xDrive M-Paket_FACELIFT_FondTV_Softcl_ 20""",2011,300 kW (408 CP),Benzina,72000,automata,24.900 EUR (brut)
BMW 530d Limousine HiFi Dyn. DÃ¤mpfer Xenon RFK Shz E,2016,190 kW (258 CP),Diesel,72097,automata,27.970 EUR (brut) 23.504 EUR (net)
BMW 730d Limousine Edition Exclusive,2015,190 kW (258 CP),Diesel,72099,automata,33.800 EUR (brut) 28.403 EUR (net)
BMW 730 d Business Innovation Standheizung HUD uvm.,2016,195 kW (265 CP),Diesel,72100,automata,48.780 EUR (brut)
"BMW 730d DIG.TACHO SOFT-CLOSE,HUD,360GRAD,STANDHEIZ.",2012,190 kW (258 CP),Diesel,72200,automata,24.880 EUR (brut)
BMW 325d Leder Navi Prof. LED GSD H/K,2015,160 kW (218 CP),Diesel,72201,manuala,18.980 EUR (brut) 15.950 EUR (net)
BMW 320d  Automatik Advantage Klimaautomatik,2007,120 kW (163 CP),Diesel,72257,automata,6.990 EUR (brut)
BMW 325i Limousine Xenon GSD Navi Bus. Tempomat USB,2010,160 kW (218 CP),Benzina,72279,manuala,14.930 EUR (brut)
BMW 730d xDrive HUD Navi Prof Standheiz Kamera,2016,195 kW (265 CP),Diesel,72294,automata,45.499 EUR (brut) 38.234 EUR (net)
BMW 740d xDrive Leder Braun Navi Head-Up keyless Go,2011,225 kW (306 CP),Diesel,72440,automata,26.990 EUR (brut)
BMW 318d Limousine M Sportpaket Xenon GSD Navi Bus.,2015,105 kW (143 CP),Diesel,72463,automata,20.704 EUR (brut)
BMW 320d xDrive Gran Turismo M Sportpaket HiFi Shz,2015,135 kW (184 CP),Diesel,72500,automata,26.910 EUR (brut) 22.613 EUR (net)
BMW 318d Sport Line,2015,105 kW (143 CP),Diesel,72500,manuala,16.500 EUR (brut)
BMW 730d/Service Neu/Head-Up,2010,180 kW (245 CP),Diesel,72500,automata,22.499 EUR (brut)
BMW 520i Automatik / Sport-Leder-Lenkrad,2008,125 kW (170 CP),Benzina,72518,automata,13.900 EUR (brut)
"BMW 730d Sport-Aut.xDrive Lim Head-Up,Standheizung",2016,195 kW (265 CP),Diesel,72554,automata,49.990 EUR (brut) 42.008 EUR (net)
BMW 320d M-Sportpaket Head-Up Navi Prof Glasdach Xen,2013,135 kW (184 CP),Diesel,72700,manuala,19.900 EUR (brut)
BMW 316d Sport Line Navi Business Klimaaut. PDC RFT,2012,85 kW (116 CP),Diesel,72780,manuala,14.870 EUR (brut)
BMW 520d xDrive Limousine HiFi Standhzg. Navi Bus.,2016,140 kW (190 CP),Diesel,72960,automata,25.650 EUR (brut) 21.555 EUR (net)
BMW 320D F30-LUXURY-NAV.PRO-XEN-LEDER-HEADUP-PDC-SD-,2011,120 kW (163 CP),Diesel,73000,manuala,14.690 EUR (brut)
BMW 320d-1.HAND-NAVI-XENON-HEAD UP-PDC-MFL-KURVENL-,2015,135 kW (184 CP),Diesel,73000,manuala,16.999 EUR (brut) 14.285 EUR (net)
BMW 320d  GT,2015,140 kW (190 CP),Diesel,73000,automata,15.499 EUR (brut)
BMW 750i xDrive Limousine Touch Command Head-Up DAB,2015,330 kW (449 CP),Benzina,73079,automata,54.999 EUR (brut) 46.218 EUR (net)
BMW 318d 2.0 F30 Limo/NAVI/XENON/AHK EL/PDC/SHZ,2013,105 kW (143 CP),Diesel,73100,manuala,13.900 EUR (brut)
BMW 730d xDrive,2017,195 kW (265 CP),Diesel,73117,automata,44.730 EUR (brut)
BMW 520 d M Sportpaket Navi Pro HUD GSD el.Sitze LED,2018,140 kW (190 CP),Diesel,73290,automata,38.890 EUR (brut) 32.681 EUR (net)
BMW 730d xDrive Limousine Ferngesteuertes Parken,2016,195 kW (265 CP),Diesel,73300,automata,49.910 EUR (brut) 41.941 EUR (net)
BMW 750i xDrive Limousine M Sportpaket Night Vision,2016,330 kW (449 CP),Benzina,73365,automata,55.800 EUR (brut) 46.891 EUR (net)
BMW 318d Limousine Sport Line Xenon Navi Bus. USB,2014,105 kW (143 CP),Diesel,73447,manuala,18.290 EUR (brut) 15.370 EUR (net)
BMW 730d xDrive LED Laser Light Navi Prof. Gestikste,2016,195 kW (265 CP),Diesel,73450,automata,48.900 EUR (brut) 41.092 EUR (net)
BMW 320i LIM - ADVANTAGE PAKET PDC V+H,2008,125 kW (170 CP),Benzina,73500,manuala,8.690 EUR (brut)
BMW 525d Aut. Leder Navi Xenon Standh. 4x Sitzh. PDC,2011,150 kW (204 CP),Diesel,73537,automata,19.900 EUR (brut) 16.723 EUR (net)
BMW 740d xDrive*3x M Paket*HUD*4x SHZ*GSD*SoftClose*,2010,225 kW (306 CP),Diesel,73567,automata,30.500 EUR (brut)
BMW 740 Ld xDrive Laserlicht StandHZG ACC HUD TV,2016,235 kW (320 CP),Diesel,73591,automata,58.900 EUR (brut) 49.496 EUR (net)
BMW 318d Gran Turismo HiFi Xenon Navi Bus. D.Assist,2015,110 kW (150 CP),Diesel,73594,manuala,17.664 EUR (brut) 14.844 EUR (net)
BMW 525d/1.Hand/Leder/Navi Professional/Scheckheft!,2011,150 kW (204 CP),Diesel,73600,automata,16.900 EUR (brut)
"BMW 740i Massagesitze, Laserlicht, Head-Up, perfekte",2015,240 kW (326 CP),Benzina,73728,automata,42.833 EUR (brut) 35.994 EUR (net)
BMW 740d xDrive Executive Drive Pro Head-Up Glsd.,2016,235 kW (320 CP),Diesel,73781,automata,51.904 EUR (brut) 43.617 EUR (net)
BMW 325 Gran Turismo,2014,160 kW (218 CP),Diesel,73800,automata,26.399 EUR (brut)
BMW 730d xDrive Limousine Laserlicht Touch Command W,2016,195 kW (265 CP),Diesel,73841,automata,55.253 EUR (brut)
BMW 318i Limousine LEDER/XENON/HI-FI/ ESD/ NAVI PROF,2010,105 kW (143 CP),Benzina,74000,manuala,12.900 EUR (brut)
BMW 530d Lim M-Sport *Sport-Aut*HUD*NaviProf*LED Sch,2015,190 kW (258 CP),Diesel,74000,automata,31.750 EUR (brut)
BMW 520d Aut.,2014,135 kW (184 CP),Diesel,74000,automata,25.400 EUR (brut)
BMW 730dA Navi Leder PDC KeyLess Go SHZ Bluetooth,2010,180 kW (245 CP),Diesel,74000,automata,22.480 EUR (brut) 18.891 EUR (net)
BMW 740d xDrive Leder Navi Xenon Standheizung Kamera,2011,225 kW (306 CP),Diesel,74000,automata,26.999 EUR (brut) 22.688 EUR (net)
BMW 730d Navi Leder Xenon Soft Komfz. Komforts Heckk,2013,190 kW (258 CP),Diesel,74000,automata,24.950 EUR (brut)
BMW 750Li Leder Navi Xenon Kamera,2013,330 kW (449 CP),Benzina,74000,automata,28.999 EUR (brut)
BMW 750d xDrive Limousine Navi Prof. Head Up RÃ¼ckfah,2016,294 kW (400 CP),Diesel,74031,automata,65.902 EUR (brut) 55.380 EUR (net)
BMW 740 740d xDrive Sedan | Individual Edition | NP,2015,230 kW (313 CP),Diesel,74146,automata,40.962 EUR (brut)
BMW 525d xDrive Aut.M Sportpaket HUD Kamera Navi Pro,2012,160 kW (218 CP),Diesel,74224,automata,21.499 EUR (brut) 18.066 EUR (net)
BMW 525d Limousine Sportpaket Head-Up HiFi RTTI Shz,2015,160 kW (218 CP),Diesel,74286,manuala,28.880 EUR (brut) 24.269 EUR (net)
BMW 318i*SITZHEIZUNG*SCHECKHEFT*PDC*GARANTIE*,2009,105 kW (143 CP),Benzina,74295,manuala,11.490 EUR (brut)
"BMW 730d xDrive Limousine A [Laser, Navi, RFK, HUD]",2015,195 kW (265 CP),Diesel,74400,automata,49.980 EUR (brut) 42.000 EUR (net)
BMW 330 d A xDrive Lim M-Sport LED Navi Keyless e-Si,2016,190 kW (258 CP),Diesel,74481,automata,30.899 EUR (brut) 25.966 EUR (net)
BMW 320d EfficientDynamics Edition Navi 1.Hand 8xAlu,2011,120 kW (163 CP),Diesel,74500,manuala,10.450 EUR (brut)
BMW 525d xDrive NAVI PROF*LED*SOFTCLOSE*HUD*KEYLESS*,2015,160 kW (218 CP),Diesel,74635,automata,24.880 EUR (brut) 20.908 EUR (net)
BMW 730d xDrive Limousine M Sportpaket Head-Up DAB,2016,195 kW (265 CP),Diesel,74685,automata,55.950 EUR (brut) 47.017 EUR (net)
"BMW 740d M-Sport, HUD, Soft, Night, abs Voll",2011,225 kW (306 CP),Diesel,74900,automata,27.990 EUR (brut)
BMW 730d  Glas SD/Navi/Memory/4xSitzheizung,2013,190 kW (258 CP),Diesel,74972,automata,25.800 EUR (brut) 21.681 EUR (net)
BMW 530xd Allrad Aut. Leder/Navi/Xenon/Head-Up,2011,190 kW (258 CP),Diesel,74979,automata,19.999 EUR (brut)
BMW 730d xDrive M Sportpaket Drive Assist NP: 142k ‚¬,2015,195 kW (265 CP),Diesel,74987,automata,57.890 EUR (brut) 48.647 EUR (net)
BMW 316 316i AHK Sitzhzg Xenon PDC Handyvorb NAVI,2014,100 kW (136 CP),Benzina,74990,manuala,16.400 EUR (brut)
BMW 320i / LEDER-BEIGE/ AUTOMATIK/ KLIMAAUT./,2006,110 kW (150 CP),Benzina,75000,automata,9.888 EUR (brut)
BMW 320D GRAN TURÄ°SMO SPORT PAKET EURO 6,2014,135 kW (184 CP),Diesel,75000,automata,25.800 EUR (brut)
"BMW 530d M-Sportpaket, foliert  ,Head-Up",2014,190 kW (258 CP),Diesel,75000,automata,33.000 EUR (brut)
BMW 525d Limo Steptronic+Bi-Xenon+Navi+Leder+SHZ+HUD,2014,160 kW (218 CP),Diesel,75000,automata,22.945 EUR (brut)
BMW 740d Leder Navi Bi-Xenon Head-Up PDC,2012,225 kW (306 CP),Diesel,75000,automata,19.950 EUR (brut)
"BMW 750i xDrive M-Sport HUD TV-Fond ""Mega Voll""",2016,330 kW (449 CP),Benzina,75000,automata,59.950 EUR (brut) 50.378 EUR (net)
BMW 330 Sportsi*SPF*PDC*RS*Navi*SHZ*e.Sitz*Temp.*,2008,200 kW (272 CP),Benzina,75069,automata,17.700 EUR (brut)
BMW 750i xDrive Leder Schiebedach LED AHK,2014,330 kW (449 CP),Benzina,75115,automata,42.390 EUR (brut) 35.622 EUR (net)
